date,open,high,low,close,volume,return,close_to_open,close_to_high,close_to_low,macd_line,macd_9_day,5d_momentum,21d_momentum,60d_momentum,5d_volatility,21d_volatility,60d_volatility,bollinger,volume_rolling
1986-05-09,0.11111099999999999,0.11111099999999999,0.11024300000000001,0.08065900000000001,6076800,0.9921888454252467,0.7259317259317261,0.7259317259317261,0.7316473608301661,0.001987388361642514,0.002162165720336638,1.0,1.1238852970683315,,0.007872966237054952,0.03008590337311839,,4.31420651478487e-06,0.43775933609958506
1986-05-12,0.11024300000000001,0.11371500000000001,0.11024300000000001,0.081294,10483200,1.0078726490534224,0.7374073637328447,0.7148924943938794,0.7374073637328447,0.0019138990520630172,0.0021125071060722894,1.0158702389283216,1.1130370492072619,,0.007027993336101101,0.029970990741587582,,4.647545363590657e-06,0.6086956521739131
1986-05-13,0.11111099999999999,0.112847,0.11111099999999999,0.081929,3830400,1.0078111545747532,0.7373617373617375,0.7260184143131851,0.7373617373617375,0.0018832323614485225,0.0020666482559080165,1.0157452981068449,1.1120627638347835,,0.0070071855142324,0.029966941577051872,,4.963913006167783e-06,0.31516587677725116
1986-05-14,0.111979,0.111979,0.11111099999999999,0.081294,9302400,0.9922493866640628,0.7259754061029301,0.7259754061029301,0.7316467316467318,0.0017886943536376543,0.0020110536918839773,1.0078726490534224,1.1034435953470063,,0.008562629385652122,0.030085340778507788,,2.821476228075877e-06,1.0
1986-05-15,0.11111099999999999,0.112847,0.11111099999999999,0.081294,3801600,1.0,0.7316467316467318,0.7203913263090733,0.7316467316467318,0.0016941820401537716,0.0019476759109233255,1.0,1.066668416149476,,0.007811464383195868,0.029334216915798475,,2.3156701204712025e-06,0.11913357400722022
1986-05-16,0.11111099999999999,0.11458299999999999,0.11111099999999999,0.081929,11952000,1.0078111545747532,0.7373617373617375,0.7150188073274396,0.7373617373617375,0.0016499628331222982,0.0018881307018034788,1.0157452981068449,1.066117530709973,,0.006973198740980612,0.029330123004039,,2.9968203952345504e-06,0.5431937172774869
1986-05-19,0.111979,0.111979,0.109375,0.08065900000000001,11001600,0.9844987733281256,0.7203046999883908,0.7203046999883908,0.7374537142857144,0.001497859341202501,0.0018100737097940806,0.9921888454252467,1.0854685901921732,,0.010133439183884334,0.028475677338101333,,1.274001969922984e-07,0.5086551264980027
1986-05-20,0.11024300000000001,0.11024300000000001,0.10850699999999999,0.080024,61977600,0.9921273509465774,0.7258873579274874,0.7258873579274874,0.7375008063995871,0.0013122092140011726,0.001710498034870806,0.9767481599921883,1.0769230769230769,,0.008869194740074601,0.028586490468445656,,-1.2695118329396497e-06,2.7035175879396984
1986-05-21,0.109375,0.11024300000000001,0.10763900000000001,0.07875399999999999,8092800,0.9841297610716784,0.7200365714285714,0.7143673521221301,0.731649309265229,0.0010528298701169697,0.0015789614685565894,0.9687553817009864,1.0782606314521206,,0.010216886206424162,0.028542859933040874,,-3.004909649184684e-06,0.5203703703703704
1986-05-22,0.10763900000000001,0.10850699999999999,0.10763900000000001,0.07875399999999999,4406400,1.0,0.731649309265229,0.7257964923921959,0.731649309265229,0.0008376470749730802,0.0014306959446945522,0.9687553817009864,1.0736009815281848,,0.010216886206424162,0.02855572754483538,,-2.4963363990299157e-06,0.2822878228782288
1986-05-23,0.10763900000000001,0.109375,0.10763900000000001,0.07875399999999999,4089600,1.0,0.731649309265229,0.7200365714285714,0.731649309265229,0.0006595359461561007,0.0012764617436827866,0.9612469333203137,0.9763820528397325,,0.007843962775664416,0.018263174780551426,,-2.5122029322384545e-06,0.06558891454965358
1986-05-27,0.10763900000000001,0.11111099999999999,0.10763900000000001,0.081294,13881600,1.0322523300403792,0.7552467042614666,0.7316467316467318,0.7552467042614666,0.0007114035772763927,0.0011634488200220315,1.0078726490534224,0.9481455563331002,,0.018300093981754133,0.013486146288060125,,1.794352352457743e-07,0.16179926149714668
1986-05-28,0.11111099999999999,0.11458299999999999,0.11111099999999999,0.083835,15523200,1.0312569193298398,0.7545157545157547,0.7316530375361093,0.7545157545157547,0.000943162336987019,0.0011193911209750336,1.0476232130360892,0.9705933429811868,,0.021302448330479912,0.015246711319766555,,1.9489444401066655e-06,0.5373878364905285
1986-05-29,0.11458299999999999,0.118924,0.11371500000000001,0.08574,45676800,1.0227232062980853,0.7482785404466632,0.7209646496922404,0.7539902387547815,0.0012634973697227825,0.0011482125813376408,1.0887066053787744,1.0227232062980853,,0.016173625299958173,0.014676527235380887,,3.750442203438041e-06,1.5061728395061729
1986-05-30,0.118056,0.12326400000000001,0.118056,0.088916,27072000,1.0370422206671333,0.7531679880734566,0.7213460539979231,0.7531679880734566,0.0017496524501166566,0.0012685012583018374,1.1290347156969804,1.085281158075895,,0.014716902275293584,0.015577106303596756,,8.829038630409038e-06,0.8760484622553588
1986-06-02,0.121528,0.121528,0.118056,0.086375,19728000,0.9714224661478249,0.710741557501152,0.710741557501152,0.7316443043979128,0.0019105131514776524,0.001396904237452726,1.096769687888869,1.0708662393533268,,0.02705939623133118,0.016622688600356927,,6.0778996527984055e-06,0.3630100688924218
1986-06-03,0.118056,0.118056,0.116319,0.086375,5011200,1.0,0.7316443043979128,0.7316443043979128,0.742570001461498,0.002014704024271577,0.0015204646571109104,1.0625015376288531,1.0708662393533268,,0.026936358993361005,0.016622688600356927,,6.137586045631143e-06,0.24751066856330015
1986-06-04,0.118056,0.118924,0.116319,0.08574,4723200,0.9926483357452968,0.7262655011181135,0.7209646496922404,0.7371108761251386,0.0020232489307712015,0.001621021812826158,1.0227232062980853,1.0714285714285714,,0.02571750115955389,0.016605409015868138,,5.032481844721342e-06,1.4513274336283186
1986-06-05,0.11718800000000001,0.118924,0.116319,0.08701,13708800,1.014812222999767,0.7424821654094276,0.7316437388584306,0.7480291267978576,0.0021070723662821172,0.0017182321562898778,1.014812222999767,1.0787388884067493,,0.024553654418966567,0.016765920599379272,,6.771031118766078e-06,1.4082840236686391
1986-06-06,0.118924,0.118924,0.11718800000000001,0.08701,3427200,1.0,0.7316437388584306,0.7316437388584306,0.7424821654094276,0.002148686114769649,0.001804323112903341,0.9785640379684197,1.0787388884067493,,0.015818810251138682,0.016765920599379272,,6.573300810108626e-06,0.664804469273743
1986-06-09,0.118924,0.118924,0.11371500000000001,0.0832,12672000,0.956211929663257,0.69960647135986,0.69960647135986,0.7316536956426152,0.0018556200081530222,0.0018145825076757536,0.9632416787264834,1.0234457647550863,,0.021948271011833883,0.019669209695646728,0.023821752504258945,4.708550345066828e-07,3.5772357723577235
1986-06-10,0.11371500000000001,0.11371500000000001,0.111979,0.0832,3427200,1.0,0.7316536956426152,0.7316536956426152,0.7429964546923977,0.0016048620818767262,0.0017726383710925861,0.9632416787264834,1.0315029940862146,1.129314674304019,0.021948271011833883,0.019562089780001957,0.023430427069807858,2.789172219022737e-07,0.5639810426540285
1986-06-11,0.11371500000000001,0.11371500000000001,0.111979,0.0832,2304000,1.0,0.7316536956426152,0.7316536956426152,0.7429964546923977,0.0013901090179446879,0.0016961324254261933,0.9703755540004665,1.0234457647550863,1.1101770679049412,0.02218601534881439,0.019512459807163877,0.023349614125275142,1.385895545409909e-07,0.21978021978021978
1986-06-12,0.11371500000000001,0.11371500000000001,0.10850699999999999,0.080024,13708800,0.9618269230769231,0.7037242228377961,0.7037242228377961,0.7375008063995871,0.00095450183599953,0.0015478061911585028,0.9197103781174577,0.9767481599921883,1.0956488403296913,0.022533602539106294,0.021246683908305784,0.02365950728632564,-4.649646327835633e-06,3.5789473684210527
1986-06-13,0.109375,0.11024300000000001,0.10850699999999999,0.080024,7891200,1.0,0.731648,0.7258873579274874,0.7375008063995871,0.0006023569026911008,0.0013587162147713203,0.9197103781174577,0.9843776908504932,1.115037342548211,0.022533602539106294,0.021189047053686495,0.023526690453986896,-4.625048626140482e-06,0.848297213622291
1986-06-16,0.109375,0.11024300000000001,0.10763900000000001,0.079389,9590400,0.9920648805358393,0.7258422857142858,0.7201273550248088,0.7375486580142885,0.0002692734961974308,0.001140827561639803,0.9541947115384616,0.9765665362757399,1.1363688414302484,0.01654506548694302,0.02124969457969567,0.02326380802803743,-5.616564011977887e-06,2.522727272727273
1986-06-17,0.109375,0.111979,0.109375,0.08065900000000001,13075200,1.0159971784504152,0.7374537142857144,0.7203046999883908,0.7374537142857144,0.0001059845621876887,0.0009338588786029176,0.9694591346153848,0.9844987733281256,1.186912312197419,0.01996700378638357,0.02149144191058182,0.022997833770273562,-3.5003865629750532e-06,1.0939759036144578
1986-06-18,0.11024300000000001,0.11024300000000001,0.10763900000000001,0.080024,4348800,0.9921273509465774,0.7258873579274874,0.7258873579274874,0.7434480067633478,-7.353182825238502e-05,0.0007323806724792583,0.9618269230769231,0.9921273509465774,1.211530309453158,0.019681758385452705,0.021289131255904432,0.02268013508275857,-4.518863217660583e-06,0.39528795811518325
1986-06-19,0.109375,0.11024300000000001,0.10763900000000001,0.079389,8467200,0.9920648805358393,0.7258422857142858,0.7201273550248088,0.7375486580142885,-0.0002637345306837624,0.0005331575806243877,0.9920648805358393,0.9920648805358393,1.1792430409078756,0.010390155919006766,0.021290267203992307,0.022630924580790832,-5.561166243531639e-06,0.1366171003717472
1986-06-20,0.10850699999999999,0.109375,0.10850699999999999,0.079706,3801600,1.0039929965108516,0.7345701199000987,0.7287405714285714,0.7345701199000987,-0.00038456507685731556,0.0003496130113751189,0.9960261921423573,1.012088274881276,1.1513715746746211,0.010688171188826987,0.02099674936520689,0.02238661921622837,-5.0320867852568664e-06,0.4697508896797153
1986-06-23,0.10894100000000001,0.11024300000000001,0.106771,0.08065900000000001,46195200,1.011956439916694,0.7403915881073242,0.7316473608301661,0.7554392110217194,-0.0003991423301663577,0.00019986191842521304,1.0159971784504152,1.0241892475302845,1.144147977928139,0.011041540275836904,0.021136099380943667,0.022325533189787316,-3.5226632665254134e-06,10.483660130718954
1986-06-24,0.11024300000000001,0.11111099999999999,0.10850699999999999,0.080024,14572800,0.9921273509465774,0.7258873579274874,0.7202167202167202,0.7375008063995871,-0.0004564670188826059,6.859611368377087e-05,0.9921273509465774,1.0161261650201896,1.145458189001174,0.009136057545193312,0.021230891448220632,0.02231610937827422,-4.52053262384436e-06,3.563380281690141
1986-06-25,0.109375,0.11024300000000001,0.10763900000000001,0.07875399999999999,15235200,0.9841297610716784,0.7200365714285714,0.7143673521221301,0.731649309265229,-0.0005971136824436257,-6.454585956319475e-05,0.9841297610716784,0.9687553817009864,1.1376197148511418,0.011025335539476737,0.02026138153530193,0.022392861805733102,-6.53425977408549e-06,1.0975103734439835
1986-06-26,0.10763900000000001,0.10850699999999999,0.10416700000000001,0.076213,19152000,0.9677349721918889,0.708042623956001,0.7023786483821322,0.731642458744132,-0.0009025103896223019,-0.00023213877969469168,0.9599944576704581,0.909083318423093,1.0909077896424382,0.017268752336747604,0.01989399739319727,0.02281522009017841,-1.0959428169866239e-05,1.2337662337662338
1986-06-27,0.10416700000000001,0.10503499999999999,0.102431,0.07557799999999999,10396800,0.9916680881214489,0.7255464782512695,0.7195506259818156,0.737843035799709,-0.0011819781381799815,-0.00042210666419555966,0.9482096705392316,0.8814788896664334,1.0720739889640691,0.015956569609277355,0.01891174827897817,0.022830459128664028,-1.1924052634967997e-05,0.22761664564943254
1986-06-30,0.103299,0.109375,0.102431,0.07811900000000001,62352000,1.0336208949694357,0.7562415899476278,0.7142308571428572,0.7626499790102607,-0.001185335344093097,-0.0005747524084057092,0.9685094037863102,0.8785707859102975,1.1081180759464941,0.024320412594586106,0.018535043742935083,0.023204755845732002,-5.7771565963549145e-06,2.3031914893617023
1986-07-01,0.106771,0.106771,0.105903,0.07811900000000001,47577600,1.0,0.7316499798634462,0.7316499798634462,0.7376467144462386,-0.0011744516021097579,-0.0006946922523202338,0.9761946416075179,0.9044167872648338,1.1284469932251868,0.02443507367451269,0.017828650766407637,0.023057845825931553,-4.921416396949585e-06,2.411678832116788
1986-07-02,0.106771,0.106771,0.105903,0.07811900000000001,52617600,1.0,0.7316499798634462,0.7316499798634462,0.7376467144462386,-0.0011525353076638212,-0.0007862608665488679,0.9919369174899055,0.9044167872648338,1.1181901462883974,0.02361717761279191,0.017828650766407637,0.023041720072773848,-4.041940958339144e-06,10.5
1986-07-03,0.10763900000000001,0.109375,0.10763900000000001,0.079389,14140800,1.016257248556689,0.7375486580142885,0.7258422857142858,0.7375486580142885,-0.0010211478662279366,-0.0008332382677815861,1.041672680513823,0.92592722183345,1.1160799640105719,0.016724724152500554,0.018383500595937324,0.023020347014794766,-1.450489055591999e-06,2.9939024390243905
1986-07-07,0.10850699999999999,0.10850699999999999,0.10416700000000001,0.076213,14054400,0.9599944576704581,0.7023786483821322,0.7023786483821322,0.731642458744132,-0.0011593883065036947,-0.0008984682769666509,1.008401915901453,0.8759108148488679,1.0619356816408427,0.02727458741843418,0.019511240993733876,0.02363247215354825,-4.8543851654302215e-06,1.0252100840336134
1986-07-08,0.10416700000000001,0.10416700000000001,0.100694,0.074308,14256000,0.9750042643643473,0.7133545172655447,0.7133545172655447,0.7379585675412635,-0.0014061435651920584,-0.0010000033364057016,0.9512154533468169,0.8540167796804965,1.0173882088775705,0.022440656558391944,0.019879085551890354,0.023771848706419123,-5.899664238154269e-06,4.159663865546219
1986-07-09,0.101563,0.101563,0.096354,0.071132,46137600,0.9572589761533079,0.7003731673936374,0.7003731673936374,0.7382360877597194,-0.0018363308496590486,-0.0011672688414206313,0.9105595309719786,0.8549519230769231,0.9655097525552102,0.025702239558667444,0.019784068840317286,0.02439284727633469,-1.058185346114883e-05,3.640909090909091
1986-07-10,0.097222,0.09809,0.090278,0.069227,46886400,0.973218804476185,0.7120507704017609,0.7057498215924152,0.7668202662885752,-0.0023041414540917737,-0.00139464336652597,0.8861736581369448,0.8320552884615384,0.9396522470918789,0.023644104871927227,0.02015333013329085,0.024631176178704837,-1.4466318193485375e-05,13.680672268907562
1986-07-11,0.094618,0.098958,0.094618,0.071132,17395200,1.0275181648778657,0.7517808450823311,0.718810000202106,0.7517808450823311,-0.0024926591947098675,-0.0016142465341493365,0.8959931476652937,0.8549519230769231,0.9333315838505242,0.028445030029689105,0.02157930054616288,0.024478439295922808,-1.0701762591773957e-05,7.55
1986-07-14,0.094618,0.09809,0.094618,0.07017999999999999,28598400,0.9866164314232693,0.7417193345874992,0.715465388928535,0.7417193345874992,-0.0026877755804108894,-0.0018289523449554741,0.920840276593232,0.8769869039288213,0.9132313137622319,0.02651832756731263,0.0204493575238604,0.024500759034449773,-1.2513808575046903e-05,2.0861344537815127
1986-07-15,0.09592,0.098958,0.094618,0.071132,13190400,1.0135651182673127,0.7415763135946621,0.718810000202106,0.7517808450823311,-0.0027341640024856895,-0.0020099946775096805,0.9572589761533079,0.8888833349995002,0.9572589761533079,0.02878621593429892,0.020859520015244607,0.02421170403584287,-1.0356681033310967e-05,1.6715328467153285
1986-07-16,0.09809,0.100694,0.09809,0.073673,9360000,1.0357223190687737,0.751075542868794,0.7316523328102965,0.751075542868794,-0.0025368933630335877,-0.0021153744151025475,1.0357223190687737,0.928000100769628,0.9914544867309039,0.0266701520876105,0.022688021017700514,0.02465792429463474,-4.963374977131103e-06,0.975975975975976
1986-07-17,0.100694,0.102431,0.099826,0.074943,6940800,1.017238336975554,0.7442648022722307,0.7316437406644473,0.7507362811291647,-0.0022522288843324356,-0.0021427453090499438,1.0825689398645038,0.9291337606466729,1.0260823133163557,0.018657485116941205,0.02274237177689107,0.02464935585078026,-1.9531773227492645e-06,0.5308370044052864
1986-07-18,0.102431,0.10416700000000001,0.099826,0.07557799999999999,12326400,1.0084731062273995,0.737843035799709,0.7255464782512695,0.7570973493879349,-0.0019529320084777785,-0.002104782648822979,1.0625035145925883,0.94444166749975,1.0303046827073818,0.01766975437213591,0.022855573393694706,0.024665405315276973,-3.785458859045958e-07,2.834437086092715
1986-07-21,0.103299,0.10503499999999999,0.103299,0.07557799999999999,3513600,1.0,0.7316430943184348,0.7195506259818156,0.7316430943184348,-0.001696183986064359,-0.0020230629160774634,1.0769165004274721,0.9519958684452505,0.9370064097000953,0.013267289546654789,0.022826251378240316,0.020981293304506134,-5.281953463369796e-08,0.41496598639455784
1986-07-22,0.103299,0.106771,0.103299,0.07811900000000001,10512000,1.0336208949694357,0.7562415899476278,0.7316499798634462,0.7562415899476278,-0.0012731818751565427,-0.0018730867076087539,1.0982258336613622,0.9800893282814344,0.9111149988336834,0.015558959447642825,0.024101093586159854,0.019773924200537453,4.396561511056989e-06,2.765151515151515
1986-07-23,0.106771,0.10850699999999999,0.10416700000000001,0.076213,20793600,0.9756013261818507,0.7137986906557023,0.7023786483821322,0.731642458744132,-0.0010791796815169535,-0.0017143053021494096,1.0344766739511082,0.9448790587535179,0.8823502170767006,0.021508960181810505,0.02445120833974254,0.019960435237297812,1.425819027243567e-06,0.45012468827930174
1986-07-24,0.105903,0.109375,0.105903,0.07875399999999999,14140800,1.033340768635272,0.7436427674381273,0.7200365714285714,0.7436427674381273,-0.000712342880026251,-0.0015139128174814678,1.0508519808387706,0.9841297610716784,0.9393928550128227,0.024434215895402546,0.02561708614379376,0.020137165925173638,5.440572571309673e-06,0.9703557312252964
1986-07-25,0.10763900000000001,0.109375,0.10763900000000001,0.079389,20448000,1.008063082510095,0.7375486580142885,0.7258422857142858,0.7375486580142885,-0.0003662004136117114,-0.0012843703364845542,1.0504247267723412,1.008063082510095,0.9689975466562512,0.024442177563324657,0.025428367163256495,0.019961396660984287,6.4612204673015114e-06,1.3421550094517958
